Epoch;Loss;Validation Loss;Validation Accuracy
1;0.6416255533695221;0.5537774761517843;0.862500011920929
2;0.5441722452640534;0.5339827934900919;0.612500011920929
3;0.5285468369722366;0.5196368992328644;0.8125
4;0.527393239736557;0.7110660870869955;0.5875000357627869
5;0.5270881474018096;0.7677630186080933;0.5375000238418579
6;0.5241502702236176;0.5284082293510437;0.762499988079071
7;0.5200059622526169;0.5297274390856425;0.875
8;0.5094777077436448;0.5162776013215383;0.6500000357627869
9;0.5079873323440551;0.5422677199045817;0.9000000357627869
10;0.5092362344264985;0.5175217390060425;0.762499988079071
11;0.5162347823381424;0.5345311959584554;0.625
12;0.5132492363452912;0.5378866990407308;0.8125
13;0.5180778175592422;0.5409704645474752;0.800000011920929
14;0.5201709479093551;0.5791551868120829;0.887499988079071
15;0.5216575413942337;0.5405835310618082;0.8500000238418579
16;0.530275109410286;0.5470295250415802;0.737500011920929
17;0.5315034687519073;0.5467990040779114;0.6000000238418579
18;0.5146281957626343;0.5344209770361582;0.6875
19;0.5144890666007995;0.5094760656356812;0.8375000357627869
20;0.5173091948032379;0.6963404218355814;0.550000011920929
21;0.5434810996055603;0.6591017047564188;0.7250000238418579
22;0.5428138554096222;0.639824390411377;0.612500011920929
23;0.5577988952398301;0.6514856616655985;0.5375000238418579
24;0.5261820435523987;0.5503983696301779;0.7250000238418579
25;0.5151589989662171;0.5851156115531921;0.5875000357627869
26;0.5170315682888031;0.5470346013704935;0.7750000357627869
27;0.513690385222435;0.5392490029335022;0.9000000357627869
28;0.5128844410181046;0.5322980582714081;0.862500011920929
29;0.5075634688138961;0.5120286146799723;0.762499988079071
30;0.505830517411232;0.5168163577715555;0.8125
31;0.5073904395103455;0.5090381503105164;0.8125
32;0.5121612876653672;0.528667151927948;0.75
33;0.5077286392450333;0.516165961821874;0.7750000357627869
34;0.5075987637042999;0.5182619293530782;0.8125
35;0.5065726101398468;0.5309279461701711;0.8375000357627869
36;0.5076176017522812;0.5373468597730001;0.762499988079071
37;0.5081636339426041;0.5344782670338949;0.762499988079071
38;0.5104538351297379;0.5520106554031372;0.7875000238418579
39;0.5208522588014602;0.5440117319424947;0.7250000238418579
40;0.5080038785934449;0.5349714855353037;0.6625000238418579
41;0.5058098942041397;0.5366917252540588;0.8375000357627869
42;0.5063201248645782;0.5395031968752543;0.824999988079071
43;0.5063167363405228;0.5408193071683248;0.8125
44;0.507379898428917;0.5785478154818217;0.925000011920929
45;0.5057220250368119;0.5567206939061483;0.925000011920929
46;0.5056992381811142;0.530710240205129;0.9375
47;0.505788853764534;0.5247392257054647;0.8500000238418579
48;0.5055949062108993;0.5404723087946574;0.762499988079071
49;0.5061874508857727;0.5284709433714548;0.824999988079071
50;0.5095293581485748;0.62255859375;0.5875000357627869
51;0.5109433263540268;0.5905502239863077;0.637499988079071
52;0.506789144873619;0.6051477988560995;0.612500011920929
53;0.5074078261852264;0.5322014093399048;0.887499988079071
54;0.5092031478881835;0.5221942762533823;0.862500011920929
55;0.5096301734447479;0.5235741138458252;0.862500011920929
56;0.5130287200212479;0.5953169663747152;0.9125000238418579
57;0.512258329987526;0.5441824396451315;0.9125000238418579
58;0.5064178973436355;0.5509785413742065;0.9125000238418579
59;0.5058263868093491;0.5458593467871348;0.9125000238418579
60;0.5065076678991318;0.5308028062184652;0.925000011920929
61;0.5056197881698609;0.5305059452851614;0.9125000238418579
62;0.5056076616048812;0.5309658249219259;0.9125000238418579
63;0.5055998921394348;0.5311270952224731;0.9000000357627869
64;0.5058359861373901;0.5295933981736501;0.862500011920929
65;0.505693793296814;0.5246520241101583;0.8375000357627869
66;0.5055876791477203;0.5236688355604807;0.862500011920929
67;0.5055815398693084;0.5204012095928192;0.887499988079071
68;0.5055837094783783;0.5193377137184143;0.875
69;0.5055821120738984;0.5193535288174947;0.875
70;0.5056847840547561;0.5190950433413187;0.875
71;0.5055811077356338;0.5250833034515381;0.875
72;0.5055825680494308;0.5275466640790304;0.875
73;0.5055903136730194;0.5279932816823324;0.875
74;0.5055842310190201;0.5281241337458292;0.875
75;0.5058653712272644;0.5271697044372559;0.925000011920929
76;0.5075931996107101;0.5267401734987894;0.9000000357627869
77;0.5066796392202377;0.5589298009872437;0.75
78;0.5085081040859223;0.5544553200403849;0.699999988079071
79;0.507033309340477;0.5361766616503397;0.8500000238418579
80;0.505869573354721;0.5427287419637045;0.824999988079071
